Year,State Name,Average_Maize_Yield_Kg_per_ha
2016,Himachal Pradesh,2127.295
2016,Jharkhand,2035.3616666666667
2016,Karnataka,2614.8210526315793
2016,Kerala,621.47
2016,Madhya Pradesh,2262.1167567567563
2016,Maharashtra,2472.113846153846
2016,Orissa,2610.7799999999993
2016,Punjab,3191.7245454545455
2016,Rajasthan,1410.196923076923
2016,Tamil Nadu,2850.2225
2016,Telangana,4133.521111111111
2016,Uttar Pradesh,1786.215434782609
2016,Uttarakhand,1576.56
2016,West Bengal,3222.5946666666664
2017,Andhra Pradesh,7010.646363636365
2017,Assam,2665.867
2017,Bihar,4158.8836363636365
2017,Chhattisgarh,2365.4166666666665
2017,Gujarat,1680.5255555555557
2017,Haryana,1126.3742857142856
2017,Himachal Pradesh,2930.7080000000005
2017,Jharkhand,2045.2966666666669
2017,Karnataka,4315.166842105263
2017,Kerala,719.205
2017,Madhya Pradesh,2461.1408108108103
2017,Maharashtra,2015.3136
2017,Orissa,2635.1546153846148
2017,Punjab,3142.9036363636365
2017,Rajasthan,1798.296923076923
2017,Tamil Nadu,6965.975833333335
2017,Telangana,4729.612222222222
2017,Uttar Pradesh,2082.2521739130434
2017,Uttarakhand,1952.38375
2017,West Bengal,3801.551999999999
